id,status,sort,name,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
859,1,0,Northern Lights #1,Hybrid,,Seed Bank,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
860,1,0,Northern Lights #2,Hybrid,,Seed Bank,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
861,1,0,Northern Lights #9,Hybrid,,Sagarmatha Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
862,1,0,Northern Skunk,Hybrid,,Peak Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
863,1,0,Nutcruncher,Hybrid,,Reeferman,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864,1,0,NYC Diesel,Hybrid,,Soma Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,1,0,Oasis,Hybrid,,Dutch Passion Seed Company,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
866,1,0,Odin’s Hammer,Hybrid,,Reeferman,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
867,1,0,Oké 47,Hybrid,,Sensi Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
868,1,0,Optimus Prime,Hybrid,,BC Bud Depot,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
869,1,0,Orange Apollo,Hybrid,,Reservoir Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
870,1,0,Orange Chemo,Hybrid,,Woodhorse Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
871,1,0,Orange Crush,Hybrid,,BC Growers Association,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
872,1,0,Orange Spice,Hybrid,,DMan Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
873,1,0,Orangina,Hybrid,,Bluegrass Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
874,1,0,Orient Express,Hybrid,,A.C.E.,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
875,1,0,Original Diesel,Hybrid,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
876,1,0,Original Gangsta Kush,Hybrid,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
877,1,0,Original Green,Hybrid,,Brazilian Seed Company,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
878,1,0,Original Haze,Hybrid,,Sacred Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
879,1,0,Original Highway Delight,Hybrid,,High Quality Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,1,0,Original Strawberry Diesel,Hybrid,,Reservoir Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
881,1,0,Ortega Indica #1,Hybrid,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
882,1,0,Pakalolo,Hybrid,,Sativa Seedbank,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,1,0,Pakistani,Hybrid,,BlueHemp,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
884,1,0,Panama,Hybrid,,ACE Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
885,1,0,Panama Powerhouse,Hybrid,,DMan Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
886,1,0,Panama Punch,Sativa,,Cannabis Pros,"Uplifted, Happy, Euphoric, Energetic, Focused, Dry Mouth","Depression, Stress, Insomnia",Berry,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
887,1,0,Papaya,Hybrid,,Nirvana,"Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Inflammation",Sweet,"Richmond, CA",NULL,1500,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
888,1,0,Passion Queen,Hybrid,,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
889,1,0,Passion #1,Hybrid,,Dutch Passion,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,1,0,Peak 19,Hybrid,,Sagarmatha Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
891,2,0,Incredible Bulk,Indica,NULL,TreeStar Organics,"Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite","Earthy, Citrus","6150 White Oak Lane, CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,2,0,Crystal Cookies 4-BD,Hybrid,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,2,0,Girl Scout Cookies,Hybrid,NULL,Cookie Family,NULL,NULL,NULL,"Los Angeles, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,2,0,Sunset Sherbet,Sativa,NULL,AFFCO,NULL,NULL,NULL,"Los Angeles, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,2,0,Arts OG,Indica,NULL,AFFCO,NULL,NULL,NULL,"Los Angeles, CA",NULL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,2,0,Gorilla Glue,Hybrid,NULL,AFFCO,NULL,NULL,NULL,"Los Angeles, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,2,0,Swiss/Tsu 4.1,Hybrid,NULL,Ron H.,NULL,NULL,NULL,"Los Angeles, CA",NULL,0,0,0,1000,0,0,100000,0,0,0,0,0,0,0,0,0
898,2,0,Harle Tsu,Hybrid,NULL,ABP,NULL,NULL,NULL,"Woodland Hills, CA",NULL,0,0,0,1000,0,0,100000,0,0,0,0,0,0,0,0,0
899,2,0,Super Glue by NOTA,Indica,NULL,NOTA,NULL,NULL,NULL,"Norco, CA",NULL,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,0,Pinnaple Haze,Hybrid,NULL,Artesian Flowers,NULL,NULL,NULL,"Torrance, CA",NULL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,2,0,Cross of the Titans- BD,Hybrid,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,2,0,Crystal Cookies #3,Hybrid,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,2,0,Crystal Cookies #4- SK,Hybrid,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,2,0,Cross of the Titans- SK,Hybrid,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,2,0,Alien Og #4,Indica,NULL,Tree of Life Healing...,NULL,NULL,NULL,"Marina del Rey, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,2,0,Train Wreck,Hybrid,NULL,THC Seeds,NULL,NULL,NULL,"Los Angeles, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,2,0,Girl Scout Cookies Thin...,,NULL,"KG, Inc",NULL,NULL,NULL,"Los Angeles, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,2,0,Chem Dawg,Hybrid,NULL,Dope Lbs.,NULL,NULL,NULL,"Los Angeles, CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,2,0,Lake of Fire,Indica,NULL,BareRoots Farms,NULL,NULL,NULL,"Ventucopa, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,2,0,Slimer,Sativa,NULL,One Percenters,NULL,NULL,NULL,"Los Angeles, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,2,0,Roosevelt,Organi,NULL,Canna Therapeutics,NULL,NULL,NULL,"Los Angeles, CA",NULL,100,0,0,1800,0,0,180000,0,0,0,0,0,0,0,0,0
912,2,0,Phantom OG,Indica,NULL,N.E.,"Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious","Depression, Pain, Insomnia, Lack of Appetite","Earthy, Lemon","Downey, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,2,0,Jack,Hybrid,NULL,CH9 Female Seeds,NULL,NULL,NULL,"Alameda, CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,2,0,Cookies,Hybrid,NULL,Left Coast Living,NULL,NULL,NULL,"Alameda, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,2,0,GDP,Indica,NULL,Left Coast Living,NULL,NULL,NULL,"Alameda, CA",NULL,1900,0,0,100,0,0,10000,0,0,0,0,0,0,0,0,0
916,2,0,Kush,Hybrid,NULL,Spice of Life Seeds,NULL,NULL,NULL,"Alameda, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,2,0,Commisioner Gordon,,NULL,BROG,NULL,NULL,NULL,"Pomona, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,2,0,Mickey Kush,Sativa,NULL,Herbal Legends,"Happy, Uplifted, Energetic, Euphoric, Talkative, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Lack of Appetite","Earthy, Sweet, Pine","Thousand Oaks, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,2,0,Mango x Trainwreck,,NULL,High Desert Green Growers,NULL,NULL,NULL,"Lakeside, CA",NULL,1800,0,0,100,0,0,10000,0,0,0,0,0,0,0,0,0
920,2,0,Wonder Woman,Hybrid,NULL,Nirvana,NULL,NULL,NULL,"Lakeside, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,2,0,Night Nurse,Hybrid,NULL,Reeferman Seeds,"Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth","Pain, Insomnia, Stress, Muscle Spasms","Sweet, Earthy","Beckwourth, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,2,0,C2,Indica,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,500,0,0,800,0,0,80000,0,0,0,0,0,0,0,0,0
923,2,0,C1,Indica,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,500,0,0,600,0,0,60000,0,0,0,0,0,0,0,0,0
924,2,0,SH,Hybrid,NULL,The Natural Selection/ Fish...,NULL,NULL,NULL,"Agora Hills, CA",NULL,400,0,0,500,0,0,50000,0,0,0,0,0,0,0,0,0
925,2,0,Skywalker,Hybrid,NULL,Dutch Passion Seed Company,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia","Earthy, Sweet","Lake Forest, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,2,0,Blue Maui,Sativa,NULL,PAPA GANJA,NULL,NULL,NULL,"Lake Forest, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,2,0,Black Triangle,Hybrid,NULL,Bodhi Seeds,NULL,NULL,NULL,"Lake Forest, CA",NULL,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,2,0,Sour Dosi Doe,Hybrid,NULL,Cultivation Specialists,NULL,NULL,NULL,"Palmdale, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,2,0,Dosi Doe,Hybrid,NULL,Cultivation Specialists,NULL,NULL,NULL,"Palmdale, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,2,0,Diamond OG,Hybrid,NULL,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression, Lack of Appetite","Earthy, Pine","North Hollywood, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,2,0,OG,Hybrid,NULL,skunkworx pharms,NULL,NULL,NULL,", CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,2,0,Chronic Thunder,Indica,NULL,5 Star Cannabis,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Muscle Spasms, Stress, Lack of Appetite",Earthy,"Valley Center, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,2,0,Northern Lites,Indica,NULL,5 Star Cannabis,NULL,NULL,NULL,"Valley Center, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,2,0,Supreme Moby Dick,Hybrid,NULL,Abu-Weed,NULL,NULL,NULL,"Los Angeles, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,2,0,Black Lime Reserve,Hybrid,NULL,Aficionado Seeds,NULL,NULL,NULL,", CA",NULL,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,2,0,Thai OG,Hybrid,NULL,Medipsych West,NULL,NULL,NULL,"Simi Valley, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,2,0,13,,NULL,BROG,NULL,NULL,NULL,"Pomona, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,2,0,Supreme,,NULL,BROG,NULL,NULL,NULL,"Pomona, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,2,0,Girl Scout Cookie,Hybrid,NULL,N.E.,NULL,NULL,NULL,"Downey, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,2,0,Pineapple Chunk,Hybrid,NULL,Scissor Drifters Deliveries,NULL,NULL,NULL,"San Pedro, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,2,0,Terp Gang OG,Hybrid,NULL,R.V.C.,NULL,NULL,NULL,"Sherman Oaks, CA",NULL,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,2,0,Platinum Moby Dick,Hybrid,NULL,Abu-Weed,NULL,NULL,NULL,"Los Angeles, CA",NULL,1300,0,0,100,0,0,10000,0,0,0,0,0,0,0,0,0
943,2,0,Humboldt OG,Hybrid,NULL,Humboldt Seed Organisation,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,2,0,GG #4,Indica,NULL,Cannamuscle,NULL,NULL,NULL,"Menifee, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2,0,OG-18,Indica,NULL,Cannamuscle,NULL,NULL,NULL,"Menifee, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,2,0,Purple CBD,Hybrid,NULL,Dispensaries Data,NULL,NULL,NULL,", CA",NULL,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,2,0,Goddess OG,Hybrid,NULL,Scissor Drifters Deliveries,NULL,NULL,NULL,"San Pedro, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,2,0,Master Cookies,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Pasadena, CA",NULL,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,2,0,Gorilla Glue #4,Hybrid,NULL,Joesy Whales,NULL,NULL,NULL,"Beckwourth, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,2,0,Super Glue,Hybrid,NULL,Organic Gardeners,NULL,NULL,NULL,", CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,2,0,RJ OG,Indica,NULL,BROG,NULL,NULL,NULL,"Pomona, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,2,0,Kryptilla,Inorga,NULL,Sunnybrook,NULL,NULL,NULL,"Chatsworth, CA",NULL,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,2,0,Snowcap OG,Indica,NULL,Grace Organics,NULL,NULL,NULL,"San Juan Capistrano, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,2,0,OG #18,,NULL,San Bernardino Community Care,NULL,NULL,NULL,"San Bernardino, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,2,0,Alien OG,Hybrid,NULL,The Rising Sun Farm,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,2,0,Blackjack,Hybrid,NULL,The Rising Sun Farm,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,2,0,Girl Scout Cookies +,Hybrid,NULL,The Rising Sun Farm,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,2,0,Do-Si-Dos +,Hybrid,NULL,The Rising Sun Farm,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,2,0,Girls Scout Cookies,Hybrid,NULL,The Rising Sun Farm,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,2,0,Do-Si-Dos,Indica,NULL,The Rising Sun Farm,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Earthy, Sweet","Mountain Ranch, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,2,0,Birthday Cake,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Mountain Ranch, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,2,0,Peanut Butter Cookies,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Palmdale, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2,0,San Fernando OG,Hybrid,NULL,Cultivation Specialists,NULL,NULL,NULL,"Palmdale, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,2,0,Mad Man OG,Hybrid,NULL,Cultivation Specialists,NULL,NULL,NULL,"Palmdale, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,2,0,Royal Hillbilly Kush,Hybrid,NULL,Caveman,NULL,NULL,NULL,"Corona, CA",NULL,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,2,0,Healing Rain,Hybrid,NULL,Caveman,NULL,NULL,NULL,"Corona, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,2,0,Dube OG,Hybrid,NULL,Caveman,NULL,NULL,NULL,"Corona, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,2,0,AK Hash Plant,Indica,NULL,Dispensaries Data,NULL,NULL,NULL,", CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,2,0,Wet Dream,Sativa,NULL,Dispensaries Data,"Euphoric, Uplifted, Happy, Energetic, Relaxed, Dry Mouth, Anxious","Depression, Stress, Lack of Appetite",Earthy,", CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,2,0,BD 28,,NULL,Pannag Holdings,NULL,NULL,NULL,"Capo Beach, CA",NULL,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,2,0,Platinum Cookies,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,2,0,Platinum OG Kush,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,2,0,Blue Cookies,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,2,0,Ripped Bubba,Hybrid,NULL,TGA Seeds,NULL,NULL,NULL,"Richmond, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,2,0,Blueberry Cookies,Hybrid,NULL,Medicine Man Seeds,NULL,NULL,NULL,"Richmond, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,2,0,Sunset Sherbert,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2,0,O.D. OG Kush,Hybrid,NULL,Holistic Healing Collective,NULL,NULL,NULL,"Richmond, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,2,0,"Swiss Tsu, M0",Hybrid,NULL,Ron H.,NULL,NULL,NULL,"Los Angeles, CA",NULL,500,0,0,900,0,0,90000,0,0,0,0,0,0,0,0,0
979,2,0,Purple Skywalker Mango,Outdoo,NULL,Eubanks,NULL,NULL,NULL,"Riverside, CA",NULL,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,2,0,Skittles,Hybrid,NULL,OMG PMO Collective,NULL,NULL,NULL,"Sherman Oaks, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2,0,LRBL- Purple Urkel x...,Hybrid,NULL,Humboldt County Housewives,NULL,NULL,NULL,"Humboldt, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,2,0,LRBL- GSC,,NULL,Humboldt County Housewives,NULL,NULL,NULL,"Humboldt, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,2,0,LRBL- SFV OG,,NULL,Humboldt County Housewives,NULL,NULL,NULL,"Humboldt, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,2,0,Sherbert,Hybrid,NULL,OMG PMO Collective,NULL,NULL,NULL,"Sherman Oaks, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,2,0,Firewalker OG,Sativa,NULL,OMG PMO Collective,"Relaxed, Uplifted, Energetic, Euphoric, Happy, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Pine, Earthy","Sherman Oaks, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,2,0,Thai-Dye,Hybrid,NULL,Medipsych West,NULL,NULL,NULL,"Simi Valley, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,2,0,Nando Og,,NULL,Puff N Stuff Farms,NULL,NULL,NULL,"Glendora, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,2,0,9 Pound Hammer,Hybrid,NULL,TGA Seeds,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression, Muscle Spasms","Earthy, Sweet, Berry","Glendora, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,2,0,1ST 48,Sativa,NULL,The Cultivation Workshop,NULL,NULL,NULL,"Pasadena, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,2,0,CBD Kush #2,Hybrid,NULL,Grace Organics,NULL,NULL,NULL,"San Juan Capistrano, CA",NULL,400,0,0,800,0,0,80000,0,0,0,0,0,0,0,0,0
991,2,0,Holy Grail,Hybrid,NULL,Earthwise Growers,NULL,NULL,NULL,", CA",NULL,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,2,0,Chocolate Fondue,Hybrid,NULL,DNA Genetics,"Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious","Depression, Stress, Nausea, Lack of Appetite","Sweet, Earthy","Lake Forest, CA",NULL,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,2,0,Cherry OG,Hybrid,NULL,Emerald Triangle,NULL,NULL,NULL,"Pasadena, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,2,0,Mazar x White Rhino,Hybrid,NULL,Caligreen,NULL,NULL,NULL,"Van Nuys, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
