name,type,thc_level,most_common_terpene,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add_adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohns_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinsons,tourettes_syndrome,alzheimers,hiv_aids,tinnitus
Afghanimal,Indica,0.2,Myrcene,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afgoo,Indica,0.16,Myrcene,0.51,0.44,0.45,0.27,0.45,0.35,0.19,0.08,0.05,0,0.39,0.34,0.2,0.29,0.37,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afgooey,Indica,0.16,Myrcene,0.44,0.43,0.5,0.25,0.34,0.32,0.17,0.07,0.11,0,0.4,0.4,0.19,0.31,0.32,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afkansastan,Indica,,,0,0.66,0.66,0.66,0,0.33,0.33,0,0,0,0,0.33,0.33,0,0,0,0.33,0,0,0,0,0,0,0.66,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afpak,Hybrid,0.18,Limonene,1,0.5,0,0,0.33,0,0,0,0,0,0.66,0.33,0.66,0,0.33,0.5,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
African,Sativa,,,0,0.53,0.5,0.36,0,0.3,0.16,0,0.13,0.06,0.23,0,0.26,0,0.16,0,0,0.1,0,0.36,0.46,0.26,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
African Orange Glue,Hybrid,0.16,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afrikaner,Sativa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afrodite,Hybrid,0.12,Myrcene,0.25,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0,0,0.25,0.5,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
After Life OG,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afternoon Delight,Hybrid,0.16,Terpinolene,0.6,0,0.6,0.46,0,0.13,0.1,0.13,0.13,0.06,0.2,0.2,0.3,0,0.16,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwreck,Hybrid,0.17,Myrcene,0.23,0.47,0.55,0.4,0,0.36,0.22,0.1,0.08,0,0.4,0.3,0.25,0.34,0.22,0,0,0.08,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agape,Sativa,0.23,Pinene,0.66,0.66,0,0.66,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0.33,0,0,1,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agent Orange,Hybrid,0.15,Myrcene,0.41,0.59,0.4,0.53,0,0.27,0.14,0.05,0.06,0.04,0.35,0.2,0.26,0.27,0,0,0,0,0,0,0.4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agent Tangie,Hybrid,,,0.5,0.7,0.8,0.7,0,0.4,0.5,0,0,0.1,0.3,0,0.3,0.4,0,0,0,0,0,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agharta,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Hug,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Jordan OG,Indica,,,1,0.85,0.71,0,0.57,0.57,0.28,0.28,0,0,0.71,0.57,0.57,0,0.57,0,0,0.28,0.71,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airborne,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK 420,,0.12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-020,Hybrid,,,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-47,Hybrid,0.16,Myrcene,0.42,0.56,0.46,0.45,0,0.38,0.23,0.09,0.08,0,0.38,0.25,0.24,0.27,0.16,0,0,0.05,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-48,Hybrid,0.15,Myrcene,0.45,0.59,0.47,0.53,0,0.33,0.17,0.08,0.1,0,0.4,0.28,0.27,0.3,0.16,0,0,0.04,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-49,Sativa,0.18,Caryophyllene,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.4,0,0,0.8,0.6,0.4,0.6,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-OG Kush,Hybrid,0.21,Myrcene,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,Sativa,,,0.3,0.37,0.35,0.35,0,0.09,0.07,0.07,0.07,0.05,0.24,0.11,0.2,0.15,0,0,0,0,0,0,0.41,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Thunder Grape,Hybrid,0.18,Myrcene,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaskan Ice,Sativa,0.16,Myrcene,0.44,0.64,0.66,0.54,0,0.32,0.15,0.05,0.05,0,0.37,0.2,0.35,0.45,0,0,0,0.01,0,0,0.37,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaskan Thunder Fuck,Sativa,0.16,Myrcene,0,0.56,0.53,0.5,0,0.32,0.17,0.07,0.06,0,0.36,0.24,0.27,0.27,0,0,0,0.04,0,0.35,0.42,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Walker,Hybrid,0.18,Myrcene,0.73,0.65,0.57,0,0,0.16,0.1,0.04,0.04,0,0.32,0.36,0.28,0.32,0.26,0.42,0,0.08,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemy,Hybrid,0.24,Myrcene,0.7,0.6,0.4,0,0,0.2,0.2,0.1,0,0,0.6,0.5,0.3,0.5,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcoholic Alligator,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alf,Hybrid,0.17,Limonene,0.5,1,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice in Wonderland,Sativa,0.16,Myrcene,0.47,0.57,0.6,0.47,0,0.21,0.1,0.02,0.05,0.05,0.31,0,0.3,0.25,0,0,0,0,0,0.46,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Abduction,Hybrid,,,0.72,0.72,0,0.45,0.45,0.54,0.36,0.36,0,0.36,0,0,0.45,0.54,0.45,0,0,0.36,0,0,0,0.45,0.54,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Apparition,Hybrid,0.21,Terpinolene,0.33,0,0.66,0.33,0,0.33,0,0,0,0,0,0,0.33,0,0,0.66,0,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0.33,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Asshat,Hybrid,0.21,Myrcene,0.51,0.66,0.62,0.51,0,0.11,0,0.07,0,0.03,0.25,0.14,0.22,0.18,0,0,0,0,0,0,0,0.11,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Breath,Hybrid,0.18,Limonene,0.75,0.75,0,0.25,0.75,0,0,0,0,0,0.5,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Bubba,Indica,,,0.59,0.29,0.36,0.2,0.31,0.2,0.05,0.04,0,0.01,0.31,0.22,0.17,0.22,0.2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Cookies,Hybrid,0.19,Myrcene,0.72,0.55,0.38,0.38,0,0.22,0.05,0,0.05,0,0.22,0,0,0.33,0,0.38,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.11,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Cookies OG,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Dawg,Indica,0.17,Myrcene,0.65,0.5,0.52,0.38,0.43,0.27,0.19,0.1,0.05,0.05,0.41,0.3,0.24,0.33,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Dutchess,Sativa,,,0.41,0.33,0.33,0.41,0,0.08,0,0,0,0,0.2,0.25,0.2,0.16,0,0,0,0,0.16,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Grapevine,,0.14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Hallucination,Hybrid,0.2,Pinene,0.48,0.59,0.62,0.48,0,0.18,0.11,0.03,0.11,0.03,0.4,0.22,0.33,0.22,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Inferno,Hybrid,,,0.46,0.69,0.46,0.46,0,0.15,0.07,0,0,0.07,0.15,0,0.23,0.23,0,0,0,0,0,0.46,0,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Kush,Indica,0.2,Myrcene,0.57,0.47,0.48,0.39,0,0.34,0.16,0.13,0.14,0.07,0.4,0.35,0.27,0.32,0.21,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien OG,Hybrid,0.18,Myrcene,0.6,0.54,0.54,0.44,0,0.23,0.13,0.05,0.05,0,0.31,0.24,0.22,0.25,0.16,0,0,0.04,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Orange Gum,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Reunion,Hybrid,,,0.83,0.66,0.83,0.66,0,0.33,0.16,0.16,0.16,0,0,0.33,0,0,0,0,0,0.16,0,0,0.66,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Rift,Indica,0.2,Myrcene,0.83,0.74,0.58,0.37,0,0.16,0.11,0.02,0.06,0.06,0.51,0.34,0.32,0.41,0.32,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Rock Candy,Hybrid,0.19,Limonene,0.69,0.56,0.54,0.36,0.29,0.21,0.1,0.06,0.03,0.02,0.29,0.28,0.22,0.17,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Sour Apple,Hybrid,0.13,Caryophyllene,0,0.35,0.57,0.28,0,0.07,0.07,0,0,0,0.21,0,0.21,0.28,0.21,0,0,0,0,0.5,0.35,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Stardawg,Sativa,,,0.5,1,0.66,0.66,0,0.16,0,0,0,0,0.5,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.5,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Technology,Indica,0.16,Myrcene,0.55,0.77,0.66,0.55,0,0.55,0.22,0,0,0.11,0,0,0.11,0.22,0.11,0,0.22,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Walker,Hybrid,0.18,Myrcene,0.67,0.6,0.5,0.44,0,0.19,0.06,0.01,0,0.04,0.37,0.3,0.25,0.18,0.21,0,0,0.01,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens On Moonshine,Indica,0.1,Myrcene,0.23,0.15,0,0.19,0,0.07,0.07,0.07,0,0,0.07,0,0.07,0.07,0,0,0,0.03,0,0,0,0,0.15,0,0,0,0,0,0,0.03,0.03,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens vs Cowboys,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alion,Hybrid,0.16,,0.5,0.5,0,0.5,0,0,0,0.5,1,1,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Gas OG,Hybrid,0.21,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Iverson OG,Indica,,,0.5,1,0,0,0.5,0,0,0,0,0,1,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Wrench,Sativa,0.17,Myrcene,0,0.59,0,0.51,0,0.29,0.09,0.05,0.06,0.05,0.3,0.16,0.28,0.18,0,0,0,0,0,0.5,0.54,0.15,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alley Cat Kush,Hybrid,0.25,Terpinolene,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allkush,Indica,,,0.33,0.33,0,0.5,0.33,0.16,0,0,0,0,0.16,0,0.16,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha,Sativa,0.18,,0,0.42,0,0.53,0,0.21,0.1,0.07,0,0.03,0.35,0.39,0.32,0,0,0,0,0,0,0.42,0.53,0,0.32,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha Grape Stomper,Hybrid,0.17,Myrcene,0.66,0.66,0.66,0.66,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0
Aloha Limone,Hybrid,,,0,0.8,0.6,0,0,0.2,0.3,0,0,0,0.3,0.1,0.3,0,0,0,0,0,0,0,0.4,0.3,0,0.5,0.1,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alohaberry,Hybrid,,,0,0.47,0.43,0.43,0,0.34,0.21,0,0.08,0,0.65,0.39,0.26,0.34,0,0,0,0,0,0.47,0.56,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpenglow,,0.22,Limonene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Blue,Sativa,0.2,Myrcene,0.43,0.64,0.47,0.65,0,0.18,0.12,0.06,0.04,0.07,0.35,0.21,0.34,0.32,0,0,0,0,0,0,0.57,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Centauri,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Cow,Sativa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Express,Sativa,0.13,Terpinolene,0.4,0,0,0.8,0,0.6,0,0,0,0.2,0,0,0.2,0,0.4,0,0.4,0,0,0,1,0.2,0.6,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha OG,Hybrid,0.22,Limonene,0.92,0.65,0.65,0.38,0,0.3,0.11,0.07,0.03,0,0.42,0.42,0.3,0,0.38,0.42,0,0.07,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphadawg,Hybrid,0.16,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine Blue,Hybrid,0.14,Terpinolene,0.75,0.37,0,0.5,0.37,0,0.12,0,0,0,0.5,0.62,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine OG,Indica,0.17,Myrcene,0.57,0.42,0.5,0.64,0,0.21,0.07,0,0.07,0.07,0.35,0.28,0.35,0.42,0,0,0,0.07,0,0.28,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al's Dream,Hybrid,0.19,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altar Bread,Indica,0.18,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Althea's Iron Thai,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoyd,Hybrid,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambrosia,Hybrid,0.19,Myrcene,0.44,0.68,0.5,0.57,0,0.25,0.12,0.03,0,0.03,0.5,0.25,0.29,0.27,0,0,0,0.03,0,0.62,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambulance,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Beauty,Indica,0.17,,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Dream,Hybrid,,,0.64,0,0.71,0,0,0.28,0,0.07,0,0.07,0.35,0.35,0.21,0.21,0,0,0,0,0,0.42,0,0,0.35,0,0.21,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Kush,Indica,0.14,,1,0.69,0.46,0,0.46,0.3,0.38,0.07,0,0.07,0.38,0.53,0,0,0.3,0,0,0.07,0,0,0,0,0,0,0,0,0.38,0,0,0.61,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Pie,Hybrid,0.21,Myrcene,0.71,0.42,0.71,0.57,0,0,0,0,0,0,0.14,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americano,Indica,,,0.66,0,0.66,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0.66,0.33,0,0.66,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amethyst,Hybrid,0.16,Caryophyllene,0.42,0.71,0.42,0.57,0,0.57,0.28,0,0,0,0.42,0.28,0.28,0.42,0,0,0,0,0.28,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
